ID	code	seed_count	full_count	Species	Genus	Family	Order	Class	Phylum	Kingdom	Superkingdom
9773	MEGNO	1	0	Megaptera novaeangliae	Megaptera	Balaenopteridae	Artiodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9778	TRIMA	4	74841	Trichechus manatus	Trichechus	Trichechidae	Sirenia	Mammalia	Chordata	Metazoa	Eukaryota
9783	ELEMA	1	0	Elephas maximus	Elephas	Elephantidae	Proboscidea	Mammalia	Chordata	Metazoa	Eukaryota
9785	LOXAF	1313	51798	Loxodonta africana	Loxodonta	Elephantidae	Proboscidea	Mammalia	Chordata	Metazoa	Eukaryota
9793	EQUAS	2	0	Equus asinus	Equus	Equidae	Perissodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9796	HORSE	827	99790	Equus caballus	Equus	Equidae	Perissodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9823	PIG	1409	94330	Sus scrofa	Sus	Suidae	Artiodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9872	ODOHE	1	0	Odocoileus hemionus	Odocoileus	Cervidae	Artiodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9899	AMMLE	1	0	Ammotragus lervia	Ammotragus	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9913	BOVIN	4024	94606	Bos taurus	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9925	CAPHI	6	75358	Capra hircus	Capra	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9940	SHEEP	963	46274	Ovis aries	Ovis	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9946	TRAST	1	0	Tragelaphus strepsiceros	Tragelaphus	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	Eukaryota
9986	RABIT	1836	45800	Oryctolagus cuniculus	Oryctolagus	Leporidae	Lagomorpha	Mammalia	Chordata	Metazoa	Eukaryota
9995	MARMO	1	0	Marmota monax	Marmota	Sciuridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10020	DIPOR	15	57190	Dipodomys ordii	Dipodomys	Heteromyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10029	CRIGR	902	34350	Cricetulus griseus	Cricetulus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10030	CRILO	2	0	Cricetulus longicaudatus	Cricetulus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10032	CRIMI	1	0	Cricetulus migratorius	Cricetulus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10034	CRICR	41	0	Cricetus cricetus	Cricetus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10036	MESAU	19	73336	Mesocricetus auratus	Mesocricetus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10089	MUSCR	1	0	Mus caroli	Mus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10090	MOUSE	6886	107727	Mus musculus	Mus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10116	RAT	3184	73398	Rattus norvegicus	Rattus	Muridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10141	CAVPO	928	54662	Cavia porcellus	Cavia	Caviidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10157	MYOCO	2	0	Myocastor coypus	Myocastor	Myocastoridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10160	OCTDE	1	0	Octodon degus	Octodon	Octodontidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10169	THRSW	2	0	Thryonomys swinderianus	Thryonomys	Thryonomyidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10181	HETGA	1044	40784	Heterocephalus glaber	Heterocephalus	Bathyergidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
10195	BRAPC	9	20101	Brachionus plicatilis	Brachionus	Brachionidae	Ploima	Monogononta	Rotifera	Metazoa	Eukaryota
10224	SACKO	2	0	Saccoglossus kowalevskii	Saccoglossus	Harrimaniidae	NA	Enteropneusta	Hemichordata	Metazoa	Eukaryota
10228	TRIAD	2487	18768	Trichoplax adhaerens	Trichoplax	Trichoplacidae	NA	NA	Placozoa	Metazoa	Eukaryota
10237	MONMI	1	0	Moniliformis moniliformis	Moniliformis	Moniliformidae	Moniliformida	Archiacanthocephala	Acanthocephala	Metazoa	Eukaryota
12921	AESCY	1	0	Aeshna cyanea	Aeshna	Aeshnidae	Odonata	Insecta	Arthropoda	Metazoa	Eukaryota
12930	AMAAE	31	29573	Amazona aestiva	Amazona	Psittacidae	Psittaciformes	Aves	Chordata	Metazoa	Eukaryota
12944	APOSC	3	0	Apomastus schlingeri	Apomastus	Euctenizidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota
12957	ATTCE	171	17960	Atta cephalotes	Atta	Formicidae	Hymenoptera	Insecta	Arthropoda	Metazoa	Eukaryota
13037	DANPL	908	18635	Danaus plexippus	Danaus	Nymphalidae	Lepidoptera	Insecta	Arthropoda	Metazoa	Eukaryota
13068	FORAU	1	0	Forficula auricularia	Forficula	Forficulidae	Dermaptera	Insecta	Arthropoda	Metazoa	Eukaryota
13123	LYMDI	4	0	Lymantria dispar	Lymantria	Lymantriidae	Lepidoptera	Insecta	Arthropoda	Metazoa	Eukaryota
13249	RHOPR	1834	17572	Rhodnius prolixus	Rhodnius	Reduviidae	Hemiptera	Insecta	Arthropoda	Metazoa	Eukaryota
13286	THETS	1	0	Theromyzon tessulatum	Theromyzon	Glossiphoniidae	Hirudinida	Clitellata	Annelida	Metazoa	Eukaryota
13347	ARMVU	1	16569	Armadillidium vulgare	Armadillidium	Armadillidiidae	Isopoda	Malacostraca	Arthropoda	Metazoa	Eukaryota
13489	DICLA	1	0	Dicentrarchus labrax	Dicentrarchus	Moronidae	NA	Actinopteri	Chordata	Metazoa	Eukaryota
13604	MAKNI	2	0	Makaira nigricans	Makaira	Istiophoridae	Istiophoriformes	Actinopteri	Chordata	Metazoa	Eukaryota
13616	MONDO	2079	49445	Monodelphis domestica	Monodelphis	Didelphidae	Didelphimorphia	Mammalia	Chordata	Metazoa	Eukaryota
13618	MYRPI	3	0	Myrmecia pilosula	Myrmecia	Formicidae	Hymenoptera	Insecta	Arthropoda	Metazoa	Eukaryota
13735	PELSI	95	42362	Pelodiscus sinensis	Pelodiscus	Trionychidae	Testudines	NA	Chordata	Metazoa	Eukaryota
27405	PENJP	6	0	Penaeus japonicus	Penaeus	Penaeidae	Decapoda	Malacostraca	Arthropoda	Metazoa	Eukaryota
27406	CHEQU	1	0	Cherax quadricarinatus	Cherax	Parastacidae	Decapoda	Malacostraca	Arthropoda	Metazoa	Eukaryota
27457	BACDO	1	0	Bactrocera dorsalis	Bactrocera	Tephritidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
27575	MOLOC	1	0	Molgula oculata	Molgula	Molgulidae	Stolidobranchia	Ascidiacea	Chordata	Metazoa	Eukaryota
27687	ERPCA	1	0	Erpetoichthys calabaricus	Erpetoichthys	Polypteridae	Polypteriformes	Cladistia	Chordata	Metazoa	Eukaryota
27689	ACIBE	2	0	Acipenser baerii	Acipenser	Acipenseridae	Acipenseriformes	Actinopteri	Chordata	Metazoa	Eukaryota
27778	AMENE	2	0	Ameiurus nebulosus	Ameiurus	Ictaluridae	Siluriformes	Actinopteri	Chordata	Metazoa	Eukaryota
27804	CYACP	8	0	Cyanea capillata	Cyanea	Cyaneidae	Semaeostomeae	Scyphozoa	Cnidaria	Metazoa	Eukaryota
27828	COOON	1	0	Cooperia oncophora	Cooperia	Cooperiidae	Strongylida	Chromadorea	Nematoda	Metazoa	Eukaryota
27835	NIPBR	40	18788	Nippostrongylus brasiliensis	Nippostrongylus	Heligmonellidae	Strongylida	Chromadorea	Nematoda	Metazoa	Eukaryota
28377	ANOCA	2854	45327	Anolis carolinensis	Anolis	Dactyloidae	Squamata	Lepidosauria	Chordata	Metazoa	Eukaryota
28643	BOMPE	2	0	Bombus pensylvanicus	Bombus	Apidae	Hymenoptera	Insecta	Arthropoda	Metazoa	Eukaryota
28743	CYPVA	7	67064	Cyprinodon variegatus	Cyprinodon	Cyprinodontidae	Cyprinodontiformes	Actinopteri	Chordata	Metazoa	Eukaryota
28833	CUCMI	1	0	Cucumaria miniata	Cucumaria	Cucumariidae	Dendrochirotida	Holothuroidea	Echinodermata	Metazoa	Eukaryota
28835	CEPNE	2	0	Cepaea nemoralis	Cepaea	Helicidae	Stylommatophora	Gastropoda	Mollusca	Metazoa	Eukaryota
29013	ARABI	1	0	Araneus bicentenarius	Araneus	Araneidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota
29017	CYRSC	15	0	Haplopelma schmidti	Haplopelma	Theraphosidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota
29019	PENSY	2	0	Penaeus stylirostris	Penaeus	Penaeidae	Decapoda	Malacostraca	Arthropoda	Metazoa	Eukaryota
29022	SCUCO	1	0	Scutigera coleoptrata	Scutigera	Scutigeridae	Scutigeromorpha	Chilopoda	Arthropoda	Metazoa	Eukaryota
29057	OSTNU	2	0	Ostrinia nubilalis	Ostrinia	Crambidae	Lepidoptera	Insecta	Arthropoda	Metazoa	Eukaryota
29058	HELAM	1	0	Helicoverpa armigera	Helicoverpa	Noctuidae	Lepidoptera	Insecta	Arthropoda	Metazoa	Eukaryota
29073	URSMA	4	55627	Ursus maritimus	Ursus	Ursidae	Carnivora	Mammalia	Chordata	Metazoa	Eukaryota
29156	AUSSU	1	0	Austrelaps superbus	Austrelaps	Elapidae	Squamata	Lepidosauria	Chordata	Metazoa	Eukaryota
29158	MYTGA	8	0	Mytilus galloprovincialis	Mytilus	Mytilidae	Mytiloida	Bivalvia	Mollusca	Metazoa	Eukaryota
29159	CRAGI	2925	32694	Crassostrea gigas	Crassostrea	Ostreidae	Ostreoida	Bivalvia	Mollusca	Metazoa	Eukaryota
29170	ANCCA	6	23937	Ancylostoma caninum	Ancylostoma	Ancylostomatidae	Strongylida	Chromadorea	Nematoda	Metazoa	Eukaryota
29172	DICVI	17	14110	Dictyocaulus viviparus	Dictyocaulus	Dictyocaulidae	Strongylida	Chromadorea	Nematoda	Metazoa	Eukaryota
30019	DROBS	10	18540	Drosophila busckii	Drosophila	Drosophilidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
30025	DROFC	2	37903	Drosophila ficusphila	Drosophila	Drosophilidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
30066	ANOME	0	18297	Anopheles merus	Anopheles	Culicidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
30069	ANOST	4	18758	Anopheles stephensi	Anopheles	Culicidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
30076	TRIIF	1	0	Triatoma infestans	Triatoma	Reduviidae	Hemiptera	Insecta	Arthropoda	Metazoa	Eukaryota
30077	MECPA	4	0	Meccus pallidipennis	Meccus	Reduviidae	Hemiptera	Insecta	Arthropoda	Metazoa	Eukaryota
30286	MOLTE	1	0	Molgula tectiformis	Molgula	Molgulidae	Stolidobranchia	Ascidiacea	Chordata	Metazoa	Eukaryota
30308	ICHUN	2	0	Ichthyomyzon unicuspis	Ichthyomyzon	Petromyzontidae	Petromyzontiformes	Hyperoartia	Chordata	Metazoa	Eukaryota
30331	BUFGR	1	0	Bufo gargarizans	Bufo	Bufonidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota
30335	DUTME	1	0	Duttaphrynus melanostictus	Duttaphrynus	Bufonidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota
30344	LITCE	1	0	Litoria caerulea	Litoria	Hylidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota
30345	LITSP	1	0	Litoria splendida	Litoria	Hylidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota
30349	PSEGU	2	0	Pseudophryne guentheri	Pseudophryne	Myobatrachidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota
30360	LITBE	3	0	Rana berlandieri	Rana	Ranidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota
30367	9SALA	5	0	NA	NA	NA	Caudata	Amphibia	Chordata	Metazoa	Eukaryota
30385	AYTAM	1	0	Aythya americana	Aythya	Anatidae	Anseriformes	Aves	Chordata	Metazoa	Eukaryota
30397	BUTBU	1	0	Buteo buteo	Buteo	Accipitridae	Accipitriformes	Aves	Chordata	Metazoa	Eukaryota
30419	OPIHO	13	20788	Opisthocomus hoazin	Opisthocomus	Opisthocomidae	Opisthocomiformes	Aves	Chordata	Metazoa	Eukaryota
30468	TINMA	1	0	Tinamus major	Tinamus	Tinamidae	Tinamiformes	Aves	Chordata	Metazoa	Eukaryota
30494	TRISC	1	0	Triakis scyllium	Triakis	Triakidae	Carcharhiniformes	Chondrichthyes	Chordata	Metazoa	Eukaryota
30521	BOSMU	1	0	Bos grunniens	Bos	Bovidae	Artiodactyla	Mammalia	Chordata	Metazoa	Eukaryota
30611	OTOGA	1218	42823	Otolemur garnettii	Otolemur	Galagidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota
30732	ORYME	7	75120	Oryzias melastigma	Oryzias	Adrianichthyidae	Beloniformes	Actinopteri	Chordata	Metazoa	Eukaryota
30991	SILAS	1	0	Silurus asotus	Silurus	Siluridae	Siluriformes	Actinopteri	Chordata	Metazoa	Eukaryota
31033	TAKRU	1255	55716	Takifugu rubripes	Takifugu	Tetraodontidae	Tetraodontiformes	Actinopteri	Chordata	Metazoa	Eukaryota
31087	PARMA	1	0	Pardachirus marmoratus	Pardachirus	Soleidae	Pleuronectiformes	Actinopteri	Chordata	Metazoa	Eukaryota
31147	GLOBS	2	0	Gloydius brevicaudus	Gloydius	Viperidae	Squamata	Lepidosauria	Chordata	Metazoa	Eukaryota
31165	BUNCI	1	0	Bunodosoma caissarum	Bunodosoma	Actiniidae	Actiniaria	Anthozoa	Cnidaria	Metazoa	Eukaryota
31178	ECHMA	1	0	Echinometra mathaei	Echinometra	Echinometridae	Echinoida	Echinoidea	Echinodermata	Metazoa	Eukaryota
31180	HETMA	3	0	Heterocentrotus mammillatus	Heterocentrotus	Echinometridae	Echinoida	Echinoidea	Echinodermata	Metazoa	Eukaryota
31234	CAERE	1756	30789	Caenorhabditis remanei	Caenorhabditis	Rhabditidae	Rhabditida	Chromadorea	Nematoda	Metazoa	Eukaryota
31243	GLORO	1	0	Globodera rostochiensis	Globodera	Heteroderidae	Rhabditida	Chromadorea	Nematoda	Metazoa	Eukaryota
31921	PARID	1	0	Parapolybia indica	Parapolybia	Vespidae	Hymenoptera	Insecta	Arthropoda	Metazoa	Eukaryota
31925	SEGFL	2	0	Segestria florentina	Segestria	Segestriidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota
32264	TETUR	1926	17571	Tetranychus urticae	Tetranychus	Tetranychidae	Trombidiformes	Arachnida	Arthropoda	Metazoa	Eukaryota
32278	METEN	1	0	Metapenaeus ensis	Metapenaeus	Penaeidae	Decapoda	Malacostraca	Arthropoda	Metazoa	Eukaryota
32382	DROHE	4	0	Drosophila heteroneura	Drosophila	Drosophilidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
32443	9TELE	76	498675	NA	NA	NA	NA	Actinopteri	Chordata	Metazoa	Eukaryota
32507	NEOBR	3	61555	Neolamprologus brichardi	Neolamprologus	Cichlidae	Cichliformes	Actinopteri	Chordata	Metazoa	Eukaryota
33208	9METZ	8	21701	NA	NA	NA	NA	NA	NA	Metazoa	Eukaryota
33213	9BILA	351	339772	NA	NA	NA	NA	NA	NA	Metazoa	Eukaryota
33319	PLETR	5	0	Plectreurys tristis	Plectreurys	Plectreuridae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota
33340	9NEOP	51	58298	NA	NA	NA	NA	Insecta	Arthropoda	Metazoa	Eukaryota
33394	HOLDI	1	0	Holotrichia diomphalia	Holotrichia	Scarabaeidae	Coleoptera	Insecta	Arthropoda	Metazoa	Eukaryota
34506	STRRB	34	12057	Strongyloides ratti	Strongyloides	Strongyloididae	Rhabditida	Chromadorea	Nematoda	Metazoa	Eukaryota
34513	TERTR	1	0	Terebratalia transversa	Terebratalia	Laqueidae	Terebratulida	Rhynchonellata	Brachiopoda	Metazoa	Eukaryota
34541	SPISI	1	0	Spirula spirula	Spirula	Spirulidae	Spirulida	Cephalopoda	Mollusca	Metazoa	Eukaryota
34587	KATTU	1	0	Katharina tunicata	Katharina	Mopaliidae	Chitonida	Polyplacophora	Mollusca	Metazoa	Eukaryota
34588	HELST	1	0	Helobdella stagnalis	Helobdella	Glossiphoniidae	Hirudinida	Clitellata	Annelida	Metazoa	Eukaryota
34602	ARGMO	2	0	Argas monolakensis	Argas	Argasidae	Ixodida	Arachnida	Arthropoda	Metazoa	Eukaryota
34613	IXORI	7	0	Ixodes ricinus	Ixodes	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	Eukaryota
34631	RHIAP	11	0	Rhipicephalus appendiculatus	Rhipicephalus	Ixodidae	Ixodida	Arachnida	Arthropoda	Metazoa	Eukaryota
34647	HOTTA	8	0	Mesobuthus tamulus	Mesobuthus	Buthidae	Scorpiones	Arachnida	Arthropoda	Metazoa	Eukaryota
34648	MESEU	9	0	Mesobuthus eupeus	Mesobuthus	Buthidae	Scorpiones	Arachnida	Arthropoda	Metazoa	Eukaryota
34649	MESMA	27	0	Mesobuthus martensii	Mesobuthus	Buthidae	Scorpiones	Arachnida	Arthropoda	Metazoa	Eukaryota
34676	PROTE	2	0	Protophormia terraenovae	Protophormia	Calliphoridae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
34691	ANOQN	0	19913	Anopheles quadriannulatus	Anopheles	Culicidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
34765	OIKDI	14	0	Oikopleura dioica	Oikopleura	Oikopleuridae	Copelata	Appendicularia	Chordata	Metazoa	Eukaryota
34771	LEPOS	1	0	Lepisosteus osseus	Lepisosteus	Lepisosteidae	Semionotiformes	Actinopteri	Chordata	Metazoa	Eukaryota
34816	MORSA	6	0	Morone saxatilis	Morone	Moronidae	NA	Actinopteri	Chordata	Metazoa	Eukaryota
34882	ENHLU	4	75805	Enhydra lutris	Enhydra	Mustelidae	Carnivora	Mammalia	Chordata	Metazoa	Eukaryota
35052	OPHAC	1	0	Ophiopholis aculeata	Ophiopholis	Ophiactidae	Ophiurida	Ophiuroidea	Echinodermata	Metazoa	Eukaryota
35080	BALCA	2	0	Balanoglossus carnosus	Balanoglossus	Ptychoderidae	NA	Enteropneusta	Hemichordata	Metazoa	Eukaryota
35570	STOCA	13	33974	Stomoxys calcitrans	Stomoxys	Muscidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
35630	HYDEC	3	0	Hydractinia echinata	Hydractinia	Hydractiniidae	Anthoathecata	Hydrozoa	Cnidaria	Metazoa	Eukaryota
35631	CONIM	6	0	Conus imperialis	Conus	Conidae	Neogastropoda	Gastropoda	Mollusca	Metazoa	Eukaryota
35632	LUMRU	1	0	Lumbricus rubellus	Lumbricus	Lumbricidae	Haplotaxida	Clitellata	Annelida	Metazoa	Eukaryota
36087	TRITR	58	14220	Trichuris trichiura	Trichuris	Trichuridae	Trichinellida	Enoplea	Nematoda	Metazoa	Eukaryota
36090	GLOPA	1	0	Globodera pallida	Globodera	Heteroderidae	Rhabditida	Chromadorea	Nematoda	Metazoa	Eukaryota
36095	HALDV	1	0	Haliotis diversicolor	Haliotis	Haliotidae	Lepetellida	Gastropoda	Mollusca	Metazoa	Eukaryota
36096	HALIR	1	0	Haliotis iris	Haliotis	Haliotidae	Lepetellida	Gastropoda	Mollusca	Metazoa	Eukaryota
36103	HALTU	16	0	Haliotis tuberculata	Haliotis	Haliotidae	Lepetellida	Gastropoda	Mollusca	Metazoa	Eukaryota
36137	POLPY	1	0	Pollicipes polymerus	Pollicipes	Pollicipedidae	Pedunculata	Hexanauplia	Arthropoda	Metazoa	Eukaryota
36166	MEGSC	456	8926	Megaselia scalaris	Megaselia	Phoridae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
36170	MYRGU	2	0	Myrmecia gulosa	Myrmecia	Formicidae	Hymenoptera	Insecta	Arthropoda	Metazoa	Eukaryota
36171	MYRBA	3	0	Myrmecia banksi	Myrmecia	Formicidae	Hymenoptera	Insecta	Arthropoda	Metazoa	Eukaryota
36190	CHAAC	1	0	Chaenocephalus aceratus	Chaenocephalus	Channichthyidae	Perciformes	Actinopteri	Chordata	Metazoa	Eukaryota
36300	PELCR	1	0	Pelecanus crispus	Pelecanus	Pelecanidae	Pelecaniformes	Aves	Chordata	Metazoa	Eukaryota
36306	SCEGA	1	0	Sceloporus grammicus	Sceloporus	Phrynosomatidae	Squamata	Lepidosauria	Chordata	Metazoa	Eukaryota
36667	PHISP	1	0	Philaenus spumarius	Philaenus	Aphrophoridae	Hemiptera	Insecta	Arthropoda	Metazoa	Eukaryota
36936	LEPDS	1	0	Lepidoglyphus destructor	Lepidoglyphus	Glycyphagidae	Sarcoptiformes	Arachnida	Arthropoda	Metazoa	Eukaryota
36963	RHYMA	7	0	Rhyparobia maderae	Rhyparobia	Blaberidae	Blattodea	Insecta	Arthropoda	Metazoa	Eukaryota
37000	PYRAP	1	0	Pyrrhocoris apterus	Pyrrhocoris	Pyrrhocoridae	Hemiptera	Insecta	Arthropoda	Metazoa	Eukaryota
37003	KRYMA	5	65019	Kryptolebias marmoratus	Kryptolebias	Rivulidae	Cyprinodontiformes	Actinopteri	Chordata	Metazoa	Eukaryota
37040	GAVST	1	0	Gavia stellata	Gavia	Gaviidae	Gaviiformes	Aves	Chordata	Metazoa	Eukaryota
37293	AOTNA	4	90901	Aotus nancymaae	Aotus	Aotidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota
37335	CONPE	23	0	Conus pennaceus	Conus	Conidae	Neogastropoda	Gastropoda	Mollusca	Metazoa	Eukaryota
37336	CONGL	3	0	Conus gloriamaris	Conus	Conidae	Neogastropoda	Gastropoda	Mollusca	Metazoa	Eukaryota
37344	ATHRO	1	0	Athalia rosae	Athalia	Tenthredinidae	Hymenoptera	Insecta	Arthropoda	Metazoa	Eukaryota
37347	TUPBE	2	0	Tupaia belangeri	Tupaia	Tupaiidae	Scandentia	Mammalia	Chordata	Metazoa	Eukaryota
37546	GLOMM	8	18708	Glossina morsitans	Glossina	Glossinidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
37653	OCTBM	126	47818	Octopus bimaculoides	Octopus	Octopodidae	Octopoda	Cephalopoda	Mollusca	Metazoa	Eukaryota
37698	ISOMA	1	0	Isoodon macrourus	Isoodon	Peramelidae	Peramelemorphia	Mammalia	Chordata	Metazoa	Eukaryota
37750	HALVR	1	0	Haliotis varia	Haliotis	Haliotidae	Lepetellida	Gastropoda	Mollusca	Metazoa	Eukaryota
38407	DIGCA	5	0	Diguetia canities	Diguetia	Diguetidae	Araneae	Arachnida	Arthropoda	Metazoa	Eukaryota
38577	RHIAE	2	0	Rhinella arenarum	Rhinella	Bufonidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota
38654	ALLSI	14	86928	Alligator sinensis	Alligator	Alligatoridae	Crocodylia	NA	Chordata	Metazoa	Eukaryota
38658	PALTR	1	0	Paleosuchus trigonatus	Paleosuchus	Alligatoridae	Crocodylia	NA	Chordata	Metazoa	Eukaryota
39053	MAMAE	1	0	Mammut americanum	Mammut	Elephantidae	Proboscidea	Mammalia	Chordata	Metazoa	Eukaryota
39107	9MURI	1	0	NA	NA	Muridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
39300	ECTTU	2	0	Ectatomma tuberculatum	Ectatomma	Formicidae	Hymenoptera	Insecta	Arthropoda	Metazoa	Eukaryota
39374	SPHGR	3	0	Sphaerechinus granularis	Sphaerechinus	Toxopneustidae	Temnopleuroida	Echinoidea	Echinodermata	Metazoa	Eukaryota
39405	LITGI	1	0	Litoria gilleni	Litoria	Hylidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota
39432	SAIBB	4	87861	Saimiri boliviensis	Saimiri	Cebidae	Primates	Mammalia	Chordata	Metazoa	Eukaryota
39466	HYPCU	1	0	Hyphantria cunea	Hyphantria	Erebidae	Lepidoptera	Insecta	Arthropoda	Metazoa	Eukaryota
39708	JUNCO	2	0	Junonia coenia	Junonia	Nymphalidae	Lepidoptera	Insecta	Arthropoda	Metazoa	Eukaryota
40245	CUCEC	14	0	Cucumaria echinata	Cucumaria	Cucumariidae	Dendrochirotida	Holothuroidea	Echinodermata	Metazoa	Eukaryota
40366	DROAE	2	0	Drosophila americana	Drosophila	Drosophilidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
40675	ANOPU	1	0	Anolis pulchellus	Anolis	Dactyloidae	Squamata	Lepidosauria	Chordata	Metazoa	Eukaryota
40697	BLOTA	5	0	Blomia tropicalis	Blomia	Echimyopodidae	Sarcoptiformes	Arachnida	Arthropoda	Metazoa	Eukaryota
41073	9CARA	3	0	NA	NA	Carabidae	Coleoptera	Insecta	Arthropoda	Metazoa	Eukaryota
41088	9CUCU	4	20090	NA	NA	NA	Coleoptera	Insecta	Arthropoda	Metazoa	Eukaryota
41447	SERDU	3	69436	Seriola dumerili	Seriola	Carangidae	Carangiformes	Actinopteri	Chordata	Metazoa	Eukaryota
41690	CONPU	4	0	Conus purpurascens	Conus	Conidae	Neogastropoda	Gastropoda	Mollusca	Metazoa	Eukaryota
41704	RIPCL	1	0	Riptortus clavatus	Riptortus	Alydidae	Hemiptera	Insecta	Arthropoda	Metazoa	Eukaryota
42156	LITSI	1	12015	Litomosoides sigmodontis	Litomosoides	Onchocercidae	Rhabditida	Chromadorea	Nematoda	Metazoa	Eukaryota
42157	ONCOC	2	13663	Onchocerca ochengi	Onchocerca	Onchocercidae	Rhabditida	Chromadorea	Nematoda	Metazoa	Eukaryota
42343	HALRE	1	0	Haliotis roei	Haliotis	Haliotidae	Lepetellida	Gastropoda	Mollusca	Metazoa	Eukaryota
42413	PERPL	1	0	Peromyscus polionotus	Peromyscus	Cricetidae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
42434	CULPA	1	0	Culex pipiens	Culex	Culicidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
42514	PYGNA	11	81076	Pygocentrus nattereri	Pygocentrus	Serrasalmidae	Characiformes	Actinopteri	Chordata	Metazoa	Eukaryota
42519	HOTTS	3	0	Mesobuthus tamulus	Mesobuthus	Buthidae	Scorpiones	Arachnida	Arthropoda	Metazoa	Eukaryota
42752	CONMR	7	0	Conus marmoreus	Conus	Conidae	Neogastropoda	Gastropoda	Mollusca	Metazoa	Eukaryota
42757	NECMA	1	0	Necturus maculosus	Necturus	Proteidae	Caudata	Amphibia	Chordata	Metazoa	Eukaryota
43150	HIRRU	4	58277	Hirundo rustica	Hirundo	Hirundinidae	Passeriformes	Aves	Chordata	Metazoa	Eukaryota
43151	ANODA	1124	16764	Anopheles darlingi	Anopheles	Culicidae	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
43179	ICTTR	787	56088	Ictidomys tridecemlineatus	Ictidomys	Sciuridae	Rodentia	Mammalia	Chordata	Metazoa	Eukaryota
43455	CATAU	1	0	Cathartes aura	Cathartes	Cathartidae	Accipitriformes	Aves	Chordata	Metazoa	Eukaryota
43558	PSEPD	2	0	Pseudis paradoxa	Pseudis	Hylidae	Anura	Amphibia	Chordata	Metazoa	Eukaryota
43733	9MUSC	17	37806	NA	NA	NA	Diptera	Insecta	Arthropoda	Metazoa	Eukaryota
44316	CHLGU	6	28440	Erythrura gouldiae	Erythrura	Estrildidae	Passeriformes	Aves	Chordata	Metazoa	Eukaryota
